annotation_id,image_id,category_id,bbox_x,bbox_y,bbox_w,bbox_h,score
40,19,50,123.93118286132812,773.4534912109375,318.54974365234375,272.8526611328125,0.8396952748298645
41,19,70,626.10595703125,206.5057373046875,255.867919921875,170.4404296875,0.8268246054649353
42,23,22,593.26708984375,177.54339599609375,235.974853515625,230.62396240234375,0.8750718235969543
43,23,4,562.044189453125,812.6751708984375,283.924560546875,175.870361328125,0.8316290378570557
44,23,46,22.013763427734375,86.49700927734375,417.9679260253906,440.3153076171875,0.781977117061615
45,23,49,62.93060302734375,811.1591796875,226.21475219726562,212.62939453125,0.7533265352249146
46,24,4,589.9498291015625,846.7796630859375,281.243896484375,167.29833984375,0.8217576146125793
47,24,22,623.292236328125,181.6790771484375,242.73388671875,233.7738037109375,0.8046419620513916
48,24,46,34.95697021484375,98.50248718261719,427.2725830078125,448.70521545410156,0.8024908900260925
49,24,49,96.66769409179688,851.538330078125,222.52120971679688,208.414794921875,0.7483292818069458
50,27,19,600.80810546875,711.591796875,232.843994140625,517.947509765625,0.9458380937576294
51,27,44,72.23394775390625,95.72857666015625,300.0084228515625,518.7594604492188,0.9328315258026123
52,27,2,602.7049560546875,77.10052490234375,199.7840576171875,468.66583251953125,0.7496603727340698
53,27,47,119.2208251953125,820.7520751953125,267.701416015625,269.31103515625,0.638419508934021
54,28,69,617.3248291015625,143.2161865234375,221.819091796875,401.239990234375,0.9378284215927124
55,28,51,177.94744873046875,813.8804931640625,176.90985107421875,199.258544921875,0.906531572341919
56,28,4,566.5599365234375,812.73974609375,264.064697265625,217.11474609375,0.825274646282196
57,28,46,17.94464111328125,53.95733642578125,416.6026611328125,467.65045166015625,0.8078532218933105
58,29,51,146.24354553222656,779.56005859375,179.72886657714844,204.5478515625,0.942742645740509
59,29,69,588.7728271484375,134.0987548828125,215.3804931640625,393.33447265625,0.9314813613891602
60,29,4,537.6248779296875,778.0391845703125,267.91552734375,223.9869384765625,0.8352470397949219
61,29,46,7.74420166015625,35.93701171875,402.89947509765625,462.579833984375,0.7530898451805115
62,31,5,111.49533081054688,238.91305541992188,208.43389892578125,205.9486083984375,0.9105837345123291
63,31,24,593.1041259765625,46.08616638183594,285.425048828125,484.17665100097656,0.8374710083007812
64,31,13,194.1549072265625,718.2838134765625,221.06573486328125,359.0970458984375,0.7436909675598145
65,31,17,653.466552734375,848.26123046875,188.287109375,179.8057861328125,0.6738868355751038
66,32,5,673.3505859375,827.6287841796875,214.913818359375,209.5361328125,0.9005382061004639
67,32,24,104.43341064453125,704.8453369140625,294.8370361328125,502.54443359375,0.8409696817398071
68,32,13,580.0556640625,233.60386657714844,213.654296875,336.14845275878906,0.8132458329200745
69,32,17,163.02310180664062,277.4678955078125,185.3443603515625,179.24774169921875,0.6296947598457336
70,38,69,627.5099487304688,160.00416564941406,215.31005859375,399.71531677246094,0.9428988695144653
71,38,62,115.9730224609375,17.5111083984375,399.084716796875,513.7381591796875,0.8608630895614624
72,38,4,627.3740844726562,717.2271728515625,207.5654296875,276.941162109375,0.841018795967102
73,38,35,86.67121887207031,725.284423828125,331.43553161621094,239.712158203125,0.788258969783783
74,40,62,616.0694580078125,604.71435546875,326.999267578125,559.49951171875,0.9004903435707092
75,40,57,121.25471496582031,840.1968994140625,229.04685974121094,224.902587890625,0.8563708662986755
76,40,4,156.96185302734375,214.294189453125,250.01300048828125,220.3529052734375,0.8526014089584351
77,40,32,646.519287109375,279.127197265625,222.0513916015625,170.53369140625,0.7341030836105347
78,41,57,638.1519775390625,206.30657958984375,223.924072265625,214.11236572265625,0.8640038371086121
79,41,62,54.29205322265625,89.38665771484375,323.0687561035156,544.67138671875,0.8563409447669983
80,41,4,596.641357421875,874.9681396484375,253.720458984375,229.415771484375,0.8283257484436035
81,41,32,119.70541381835938,867.0753173828125,221.91323852539062,165.720703125,0.8238170146942139
82,42,62,41.848541259765625,69.34356689453125,309.22698974609375,533.5184936523438,0.8879032731056213
83,42,57,608.346435546875,199.4586181640625,220.046630859375,216.6329345703125,0.8675050139427185
84,42,4,566.2120361328125,840.5748291015625,260.19287109375,234.6724853515625,0.8445492386817932
85,42,32,84.46761322021484,826.8955688476562,225.83545684814453,176.4652099609375,0.8336948752403259
86,44,3,372.46368408203125,153.54974365234375,182.3177490234375,191.67388916015625,0.8509829044342041
87,44,20,577.646728515625,671.711181640625,179.7080078125,264.991943359375,0.8451026678085327
88,44,57,94.35263061523438,723.795654296875,230.15216064453125,231.99658203125,0.8367482423782349
89,46,44,104.8504638671875,118.822021484375,310.3031005859375,495.9554443359375,0.965897262096405
90,46,15,600.72705078125,713.1927490234375,236.968994140625,446.5079345703125,0.8728060722351074
91,46,2,587.4400634765625,67.27110290527344,245.76220703125,483.72584533691406,0.7842586636543274
92,46,6,117.09074401855469,786.5196533203125,324.90943908691406,322.517333984375,0.5114654302597046
93,47,44,529.0294189453125,585.259521484375,315.699462890625,504.8011474609375,0.9482767581939697
94,47,15,110.90826416015625,116.11822509765625,225.84503173828125,423.97027587890625,0.7979989647865295
95,47,2,84.037109375,664.937255859375,257.14910888671875,478.95947265625,0.775219202041626
96,47,6,492.671142578125,168.4476776123047,313.144775390625,300.62428283691406,0.5134059190750122
97,53,12,86.18309020996094,106.40057373046875,375.20570373535156,491.7423095703125,0.8544507622718811
98,53,2,653.510986328125,99.7918701171875,210.1065673828125,472.45428466796875,0.7929074764251709
99,53,47,125.57405090332031,853.4205322265625,270.19224548339844,269.6959228515625,0.7130276560783386
100,53,11,603.5712890625,680.224853515625,245.9608154296875,511.744873046875,0.6812607645988464
101,54,12,460.77618408203125,638.930908203125,375.1568603515625,495.818115234375,0.8913449645042419
102,54,47,549.968505859375,176.94110107421875,243.494873046875,249.54034423828125,0.7364529371261597
103,54,2,68.98846435546875,658.4554443359375,205.53408813476562,492.565673828125,0.6983177661895752
104,54,11,117.45285034179688,83.24092102050781,228.34957885742188,478.20896911621094,0.6145496964454651
105,55,25,434.85650634765625,158.81483459472656,509.0440673828125,466.58860778808594,0.9032228589057922
106,55,33,53.52142333984375,281.025390625,339.938232421875,324.45245361328125,0.8977731466293335
107,55,3,422.689208984375,847.6806640625,190.75244140625,191.808837890625,0.7947105169296265
108,56,33,548.0112915039062,622.0450439453125,351.175537109375,342.202392578125,0.9276293516159058
109,56,25,0.0,547.751708984375,513.773193359375,506.03515625,0.8961772322654724
110,56,3,324.37518310546875,193.24383544921875,186.63568115234375,189.62640380859375,0.8395617604255676
111,58,69,553.8975219726562,90.89497375488281,279.4169921875,372.47105407714844,0.9159064888954163
112,58,4,572.6652221679688,837.29345703125,263.31298828125,229.2958984375,0.835850715637207
113,58,68,41.14556884765625,50.298583984375,380.8943786621094,466.0723876953125,0.8161255121231079
114,58,32,92.0437240600586,827.78271484375,225.05005645751953,175.4791259765625,0.8112251162528992
115,60,69,108.36907958984375,773.9212646484375,302.6365966796875,395.920654296875,0.9157906174659729
116,60,4,149.5948486328125,217.51687622070312,248.17926025390625,222.4847412109375,0.8468285202980042
117,60,68,548.6231689453125,694.3155517578125,406.497314453125,482.9451904296875,0.7872133851051331
118,60,32,639.0989990234375,278.28759765625,219.97216796875,170.7869873046875,0.6994889974594116
119,62,3,326.29827880859375,155.82177734375,184.50872802734375,189.50982666015625,0.8454577326774597
120,62,70,543.4832763671875,651.28515625,203.342041015625,253.542724609375,0.8185442090034485
121,62,27,87.02967834472656,550.74072265625,293.25474548339844,419.730712890625,0.8102832436561584
122,64,33,590.4937744140625,269.8115234375,342.677001953125,322.61077880859375,0.9159792065620422
123,64,57,154.48104858398438,279.087158203125,227.78778076171875,225.46881103515625,0.8653554916381836
124,64,3,397.0599365234375,887.265625,190.3428955078125,194.902587890625,0.8229929804801941
125,65,33,0.0,635.78369140625,339.4201965332031,343.830078125,0.9325584769248962
126,65,57,559.2424926757812,729.119384765625,232.53369140625,231.335693359375,0.8474146723747253
127,65,3,350.49951171875,153.0478515625,185.39990234375,189.19110107421875,0.8303350210189819
128,66,33,29.72186279296875,716.6812744140625,354.1669006347656,340.75341796875,0.9307602643966675
129,66,57,598.5489501953125,819.3704833984375,228.766845703125,223.033935546875,0.8635284304618835
130,66,3,393.52313232421875,210.96197509765625,183.80194091796875,183.82421875,0.768799364566803
131,68,51,636.1968994140625,294.7010192871094,173.742919921875,192.5648193359375,0.9148241281509399
132,68,21,152.95370483398438,828.4688720703125,192.3455810546875,193.239990234375,0.8562536239624023
133,68,4,171.85333251953125,275.65594482421875,258.4376220703125,216.489990234375,0.8393857479095459
134,68,59,510.422607421875,767.06982421875,447.605224609375,377.92236328125,0.7978424429893494
135,70,1,632.07470703125,899.4508056640625,210.432861328125,155.1231689453125,0.9284035563468933
136,70,24,48.233367919921875,705.6966552734375,300.5672912597656,505.551025390625,0.8418065905570984
137,70,56,46.59477233886719,234.64892578125,407.4076690673828,225.01788330078125,0.8210012316703796
138,70,45,645.0999145507812,260.29986572265625,190.2698974609375,265.1231689453125,0.5678420662879944
139,72,1,155.48533630371094,225.21310424804688,206.68800354003906,151.6534423828125,0.940773606300354
140,72,24,645.540283203125,41.80879211425781,280.06298828125,485.98924255371094,0.8428007364273071
141,72,45,152.44296264648438,776.2589111328125,194.8687744140625,278.931884765625,0.6869111657142639
142,72,56,550.51171875,840.687744140625,414.18505859375,225.388916015625,0.6450055241584778
143,73,5,71.70901489257812,200.93408203125,206.02572631835938,199.4427490234375,0.9044730067253113
144,73,16,593.445556640625,849.2769775390625,211.643798828125,128.216552734375,0.8888877630233765
145,73,24,526.4071044921875,71.44099426269531,349.24853515625,426.52720642089844,0.8560127019882202
146,73,13,165.97064208984375,674.6358642578125,219.134765625,362.02880859375,0.6831336617469788
147,75,16,621.3887939453125,879.6563110351562,208.2564697265625,125.9630126953125,0.951437771320343
148,75,5,88.19259643554688,210.59027099609375,207.155517578125,201.53546142578125,0.8906731009483337
149,75,24,553.57958984375,80.37342834472656,356.844482421875,438.14488220214844,0.8882311582565308
150,75,13,194.884765625,718.4949951171875,220.56646728515625,357.135986328125,0.7679563164710999
151,79,29,503.10595703125,239.40174865722656,324.675537109375,252.59751892089844,0.9104832410812378
152,79,22,128.5455322265625,300.1795654296875,245.09185791015625,236.4034423828125,0.8759908080101013
153,79,3,386.76019287109375,846.7752685546875,190.8992919921875,190.7825927734375,0.7906067371368408
154,80,29,93.4114990234375,697.6719970703125,338.6920166015625,269.000732421875,0.9560500979423523
155,80,22,572.2735595703125,692.945556640625,246.038330078125,244.0244140625,0.8710408806800842
156,80,3,362.8348388671875,195.76243591308594,181.593994140625,188.85414123535156,0.8344854116439819
157,82,41,605.7230224609375,739.632080078125,272.8238525390625,415.63427734375,0.9063575267791748
158,82,2,631.103515625,97.59346008300781,198.702392578125,473.73680114746094,0.7446324229240417
159,82,6,119.03082275390625,840.213623046875,334.44110107421875,332.369384765625,0.4263691306114197
160,82,30,117.46665954589844,133.3182373046875,324.11659240722656,510.95379638671875,0.34046268463134766
161,83,41,83.30154418945312,123.47869873046875,256.0461730957031,390.96575927734375,0.8583133816719055
162,83,2,91.8536148071289,655.92822265625,208.21483612060547,497.6507568359375,0.7283486127853394
163,83,30,508.949462890625,588.4990234375,319.09765625,496.895751953125,0.43184271454811096
164,83,6,490.3983154296875,129.97523498535156,312.0859375,301.93345642089844,0.3457487225532532
165,85,38,149.21807861328125,848.411865234375,194.048583984375,194.92919921875,0.9358076453208923
166,85,1,161.458251953125,258.0792236328125,127.8048095703125,196.4708251953125,0.9353890419006348
167,85,55,584.65380859375,681.1710205078125,281.2989501953125,442.9097900390625,0.881549596786499
168,85,23,571.800048828125,251.86846923828125,230.921630859375,228.17083740234375,0.8215726017951965
169,86,38,615.854248046875,248.39004516601562,189.057861328125,184.48614501953125,0.9625276923179626
170,86,1,684.8956298828125,809.502197265625,131.0550537109375,205.34619140625,0.9377356171607971
171,86,23,151.32875061035156,772.0980224609375,239.26658630371094,234.241455078125,0.8134405612945557
172,86,55,112.59967041015625,153.75587463378906,276.18218994140625,418.57615661621094,0.805869460105896
173,88,1,128.79217529296875,232.5157470703125,207.55316162109375,135.79345703125,0.9451450109481812
174,88,60,616.301025390625,732.55908203125,253.9248046875,449.810302734375,0.9139232635498047
175,88,24,610.98388671875,45.1435546875,284.08056640625,485.6068115234375,0.8747674822807312
176,88,26,80.94061279296875,799.8453369140625,300.940185546875,297.573486328125,0.438802570104599
177,89,60,592.25634765625,698.3779296875,254.261474609375,454.3411865234375,0.9425684809684753
178,89,1,114.16986083984375,224.9820098876953,201.79974365234375,138.61094665527344,0.9226954579353333
179,89,24,582.43505859375,40.78709411621094,272.83544921875,473.68885803222656,0.8294564485549927
180,89,26,43.022430419921875,754.68798828125,308.35504150390625,303.1591796875,0.5484897494316101
181,90,60,135.03689575195312,128.73634338378906,241.96185302734375,420.14622497558594,0.9065217971801758
182,90,1,656.7747192382812,905.5528564453125,212.3541259765625,145.630126953125,0.8906610012054443
183,90,24,87.40943908691406,706.9957275390625,293.64476013183594,500.869384765625,0.8336510062217712
184,90,26,609.9525146484375,218.02639770507812,299.43994140625,291.46234130859375,0.5159957408905029
185,91,31,690.5098876953125,300.3468017578125,154.726806640625,147.121826171875,0.9683886766433716
186,91,52,138.94630432128906,141.7313232421875,264.22203063964844,458.93194580078125,0.9583359956741333
187,91,1,630.908935546875,893.5203857421875,210.9361572265625,134.855712890625,0.8928285241127014
188,91,23,121.80435180664062,866.449462890625,242.1387939453125,237.05419921875,0.762200653553009
189,95,57,60.463958740234375,744.023193359375,231.40542602539062,232.4222412109375,0.8575869202613831
190,95,3,338.9478759765625,182.87596130371094,182.1678466796875,186.97804260253906,0.829791784286499
191,95,63,497.9681396484375,719.2420654296875,389.83642578125,239.6669921875,0.7726975083351135
192,97,31,666.0170288085938,251.93280029296875,157.0394287109375,152.33660888671875,0.9736269116401672
193,97,1,688.775634765625,807.9201049804688,129.913818359375,204.9381103515625,0.9462887048721313
194,97,23,97.70281219482422,821.802490234375,244.49036407470703,238.23046875,0.7741712331771851
195,97,55,113.55252075195312,169.87513732910156,306.33636474609375,400.24595642089844,0.6407047510147095
196,100,1,134.37216186523438,243.62786865234375,193.69448852539062,163.4918212890625,0.9383559226989746
197,100,64,517.6820068359375,791.1112060546875,384.85693359375,210.326904296875,0.8254397511482239
198,100,23,586.87060546875,132.93954467773438,232.652099609375,224.58364868164062,0.785559356212616
199,100,26,43.826568603515625,746.6988525390625,304.542236328125,301.4400634765625,0.5486931204795837
200,102,1,150.80462646484375,253.99456787109375,196.61663818359375,163.134521484375,0.9441654682159424
201,102,23,615.447265625,136.63113403320312,238.3013916015625,226.8526611328125,0.7965230345726013
202,102,64,546.68603515625,835.6107177734375,379.22119140625,200.9609375,0.6987524032592773
203,102,26,80.05636596679688,793.2509765625,305.02496337890625,295.673828125,0.3896973431110382
204,104,28,109.07095336914062,610.75146484375,248.625244140625,371.17919921875,0.9241365194320679
205,104,37,615.2391357421875,764.6229248046875,174.427001953125,229.1650390625,0.8841809034347534
206,104,3,325.1214599609375,204.47512817382812,182.632080078125,187.60540771484375,0.807222306728363
207,108,41,588.4390869140625,745.1416015625,254.993408203125,410.5234375,0.864007294178009
208,108,18,102.11029052734375,26.024658203125,298.7740478515625,544.8409423828125,0.814904510974884
209,108,2,597.7125244140625,78.1798095703125,248.349365234375,481.6893310546875,0.8082173466682434
210,108,47,135.35467529296875,839.7003173828125,264.7318115234375,259.326904296875,0.6560372710227966
211,109,69,108.35307312011719,774.939453125,302.88319396972656,395.041748046875,0.9171541333198547
212,109,46,578.48486328125,718.8922119140625,390.14111328125,491.9652099609375,0.8574790954589844
213,109,4,149.25619506835938,218.79940795898438,250.00439453125,221.482666015625,0.8506653308868408
214,109,32,638.718017578125,277.9559326171875,220.3592529296875,171.2049560546875,0.6944425106048584
215,110,69,582.4373779296875,98.94601440429688,286.276123046875,377.1163330078125,0.9103880524635315
216,110,4,600.0377197265625,869.1712646484375,258.7916259765625,227.563232421875,0.8408485651016235
217,110,46,41.19793701171875,44.7662353515625,381.5230712890625,484.6488037109375,0.8113263249397278
218,110,32,126.709716796875,867.8701171875,220.73541259765625,164.7261962890625,0.8032384514808655
219,112,5,125.92425537109375,235.3392333984375,209.63580322265625,201.9813232421875,0.8670249581336975
220,112,24,155.31336975097656,584.4461669921875,308.32090759277344,473.7069091796875,0.84199059009552
221,112,64,558.7572021484375,807.2744140625,374.15478515625,213.55859375,0.7549458742141724
222,112,14,633.3641357421875,199.91183471679688,224.825439453125,215.83782958984375,0.5617997050285339
223,113,5,658.0372314453125,834.21923828125,213.9794921875,208.5386962890625,0.8893569707870483
224,113,24,533.3626708984375,228.70489501953125,306.202392578125,459.82635498046875,0.8430827260017395
225,113,64,75.59228515625,267.945556640625,365.6917724609375,220.2080078125,0.7710916996002197
226,113,14,124.98036193847656,845.069580078125,230.80784606933594,225.846435546875,0.4795496165752411
227,114,5,109.72457885742188,226.26776123046875,203.74212646484375,197.86492919921875,0.9084603786468506
228,114,24,121.97900390625,530.7802734375,315.94659423828125,487.0357666015625,0.8777938485145569
229,114,64,532.393310546875,763.6911010742188,379.2615966796875,225.2025146484375,0.6995289325714111
230,114,14,604.2094116210938,193.1810760498047,219.5252685546875,216.50355529785156,0.4877937138080597
231,115,46,498.8009033203125,646.2906494140625,428.1568603515625,459.8111572265625,0.8534590601921082
232,115,4,123.77728271484375,307.12225341796875,270.57598876953125,202.34912109375,0.8521060943603516
233,115,50,561.74267578125,258.74462890625,300.645751953125,264.48486328125,0.8428325057029724
234,115,70,104.37449645996094,881.475341796875,264.70240783691406,179.02197265625,0.8116427659988403
235,118,25,420.5546875,76.8680419921875,435.1671142578125,519.6893310546875,0.9089977741241455
236,118,3,458.0133361816406,847.1552734375,190.16915893554688,191.5653076171875,0.8098123669624329
237,118,20,60.087135314941406,308.593994140625,234.22521209716797,219.15936279296875,0.7509266138076782
238,119,25,78.1480712890625,574.92333984375,448.69268798828125,576.475341796875,0.896309494972229
239,119,3,293.03302001953125,193.444580078125,184.6865234375,189.73883056640625,0.8506534695625305
240,119,20,651.6773681640625,705.0540771484375,229.136474609375,224.5833740234375,0.8263159394264221
241,120,25,121.08186340332031,673.6925048828125,442.75181579589844,580.5550537109375,0.9075470566749573
242,120,3,334.38427734375,255.0074005126953,185.0162353515625,184.14659118652344,0.8213385939598083
243,120,20,689.0452880859375,795.0415649414062,230.500732421875,219.438720703125,0.7752781510353088
244,122,57,591.2528076171875,170.1979522705078,218.1676025390625,213.90940856933594,0.860701858997345
245,122,4,573.4906005859375,811.696044921875,281.380859375,193.283935546875,0.8320943117141724
246,122,48,46.294677734375,790.33740234375,350.7593994140625,301.3486328125,0.7634857892990112
247,122,46,55.68133544921875,88.43870544433594,363.917724609375,478.01954650878906,0.627109944820404
248,124,38,684.452880859375,881.61181640625,201.0384521484375,196.5582275390625,0.966158926486969
249,124,1,174.8968505859375,280.05615234375,201.92657470703125,140.66339111328125,0.8792923092842102
250,124,24,2.649017333984375,762.9210205078125,373.05584716796875,459.361328125,0.8309915065765381
251,124,36,673.2166748046875,273.40057373046875,175.778564453125,173.563720703125,0.40476980805397034
252,125,1,623.0765380859375,888.537353515625,208.790771484375,140.338134765625,0.918651282787323
253,125,38,112.24371337890625,204.31423950195312,196.02825927734375,183.55291748046875,0.9121990203857422
254,125,24,624.419921875,29.053436279296875,347.689208984375,446.7301940917969,0.8723581433296204
255,125,36,138.96310424804688,869.2481689453125,178.75015258789062,176.424560546875,0.29740679264068604
256,126,38,97.94775390625,195.9534912109375,190.41134643554688,183.8609619140625,0.9499515295028687
257,126,1,594.98876953125,856.275634765625,212.84375,146.98193359375,0.9450643062591553
258,126,24,596.9884033203125,22.952972412109375,341.66259765625,435.4654846191406,0.8456807732582092
259,126,36,105.1575927734375,834.257080078125,179.98681640625,179.57421875,0.2984330654144287
260,127,41,617.192626953125,784.6942138671875,259.5421142578125,426.1138916015625,0.9140254259109497
261,127,12,130.65281677246094,141.9603271484375,296.96632385253906,545.025390625,0.8232368230819702
262,127,10,135.30364990234375,857.70751953125,282.3394775390625,292.0086669921875,0.7979552745819092
263,127,2,640.912109375,105.25634765625,201.733154296875,480.3865966796875,0.7561912536621094
264,128,41,606.169921875,783.4761962890625,250.107177734375,405.786865234375,0.8855322599411011
265,128,12,129.9840087890625,124.7772216796875,297.6551513671875,533.37841796875,0.8645989894866943
266,128,2,651.5333251953125,75.07191467285156,196.7509765625,494.06370544433594,0.815290093421936
267,128,10,135.39910888671875,849.0145263671875,273.06298828125,273.9495849609375,0.7129499912261963
268,129,12,520.3681640625,543.83642578125,286.527587890625,528.635498046875,0.8504804968833923
269,129,41,84.28302764892578,82.40310668945312,248.98552703857422,387.4476318359375,0.8472550511360168
270,129,10,521.42236328125,154.15892028808594,266.085205078125,263.87184143066406,0.7623008489608765
271,129,2,85.74972534179688,641.9307861328125,204.86715698242188,491.8026123046875,0.6630839705467224
272,130,51,636.7088012695312,295.12371826171875,173.3314208984375,191.2208251953125,0.9127005338668823
273,130,59,505.31707763671875,766.1285400390625,467.291015625,317.410400390625,0.8576778173446655
274,130,4,172.90325927734375,275.602294921875,258.9468994140625,215.7669677734375,0.8395403027534485
275,130,70,128.576904296875,828.611083984375,193.76541137695312,257.1785888671875,0.8342389464378357
276,132,51,178.41725158691406,813.93359375,177.08946228027344,199.1922607421875,0.9032175540924072
277,132,59,24.06341552734375,177.88479614257812,458.9627685546875,310.95635986328125,0.8652096390724182
278,132,4,566.3758544921875,812.230712890625,264.7225341796875,218.2470703125,0.8249363899230957
279,132,70,665.5340576171875,180.03921508789062,187.0826416015625,248.48590087890625,0.777651846408844
280,134,69,651.4361572265625,140.680908203125,199.9088134765625,401.8504638671875,0.9468302130699158
281,134,62,45.46954345703125,4.0338134765625,345.98681640625,522.5404052734375,0.8537297248840332
282,134,4,562.4491577148438,812.6536865234375,284.1700439453125,175.9764404296875,0.8193955421447754
283,134,49,63.10357666015625,811.4085693359375,226.32659912109375,212.7841796875,0.7367088794708252
284,135,69,681.1143798828125,146.9200439453125,202.457763671875,413.264404296875,0.9419173002243042
285,135,62,54.291900634765625,15.409423828125,364.62286376953125,537.1556396484375,0.8961910605430603
286,135,4,590.28759765625,846.83447265625,280.881591796875,167.4210205078125,0.776172935962677
287,135,49,96.97320556640625,851.4296875,221.2989501953125,208.896240234375,0.7515301704406738
288,136,73,137.3427734375,242.85569763183594,238.54681396484375,232.80152893066406,0.9080411195755005
289,136,1,653.708984375,850.8731689453125,207.122314453125,157.5869140625,0.8983321785926819
290,136,24,80.56077575683594,651.025390625,315.79835510253906,489.5101318359375,0.8186337351799011
291,136,64,567.0122680664062,213.1645050048828,323.8846435546875,291.22789001464844,0.6493121981620789
292,139,69,585.566650390625,114.0228271484375,224.56298828125,391.71807861328125,0.9445696473121643
293,139,62,11.52081298828125,40.34259033203125,392.74713134765625,507.3673095703125,0.8934847116470337
294,139,4,574.1923828125,812.6734619140625,280.92626953125,192.1416015625,0.8259416818618774
295,139,48,48.660736083984375,790.106689453125,347.801025390625,303.60595703125,0.7759276628494263
296,140,69,614.419189453125,117.9290771484375,231.8896484375,404.9222412109375,0.9393979907035828
297,140,62,20.591064453125,65.66180419921875,403.69415283203125,509.90264892578125,0.8906723856925964
298,140,4,602.478271484375,846.0975341796875,276.989501953125,185.874267578125,0.8301032185554504
299,140,48,84.60647583007812,829.899658203125,345.48468017578125,300.912109375,0.7517428398132324
300,142,1,580.213623046875,868.4730224609375,212.965576171875,142.3125,0.9325346350669861
301,142,73,79.92987060546875,176.412353515625,247.1458740234375,223.41552734375,0.931695282459259
302,142,23,592.9638671875,155.87542724609375,233.131591796875,226.161865234375,0.8734042048454285
303,143,1,608.01806640625,902.469970703125,210.5126953125,135.561767578125,0.9373071789741516
304,143,73,92.29808807373047,183.08291625976562,254.66797637939453,231.55328369140625,0.927105188369751
305,143,23,622.39013671875,163.52696228027344,238.672607421875,224.73060607910156,0.8635506629943848
306,146,51,638.8843994140625,294.9300231933594,172.48779296875,193.81060791015625,0.9239277243614197
307,146,62,558.7800903320312,669.78759765625,404.1241455078125,530.8282470703125,0.917206883430481
308,146,21,152.78123474121094,828.1826171875,191.98060607910156,193.534912109375,0.8524630665779114
